objectid,cdmid,title,date,year,index_description,headlines,subject,cdm_pdf_link
arg-1949-10-14,2002,"October 14th, 1949",1949-10-14,1949,"Activities point system (Sponsored by AWS Mortar Board) (pg 4, c2) | ASUI general manager. Photo (pg 5, c3) | Coaching staff, U of I. Photo (pg 1, c2) | Coaching staff, U of I. Photo (pg 5, c3) | Delta, Gamma (pg 8, c1) | Hagen, Cecil (pg 10, c3) | History (pg 2, c5) | History (pg 6, c1) | History of Football at Idaho (pg 6, c6) | Hogue, W.O. (pg 10, c3) | Homecoming (pg 1, c4) | Idaho Institute of Christian Education (pg 4, c6) | Intercollegiate Knights (pg 1, c7) | Intramural Program (pg 5, c3) | Johnson, William F. (pg 10, c3) | Mortar board (pg 4, c2) | Photo (pg 1, c4) | Photo (pg 8, c0) | Photographic supplement (pg 7, c0) | Spurs (pg 1, c3) | Swayne, Sam and Zoa (pg 10, c3) | U of I president, 1946-1954. Photo (pg 5, c3) | University of Idaho vs. WSC (pg 10, c1) | University of Idaho vs. WSC (pg 5, c1)",,"Activities point system (Sponsored by AWS Mortar Board); Mix, Gale; Howell, Dixie; Howell, Dixie; Delta, Gamma; Hagen, Cecil; Homecoming; Homecoming; Football; Hogue, W.O.; Homecoming; Idaho Institute of Christian Education; Intercollegiate Knights; Intramural Program; Johnson, William F.; Mortar Board; Healander, Beatrice; University of Idaho - Expansion; Homecoming; Spurs; Swayne, Sam and Zoa; Buchanan, Jesse E.; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2002/filename/arg-1949-10-14.pdf
arg-1949-10-18,2004,"October 18th, 1949",1949-10-18,1949,"Activities placement cards (pg 1, c2) | Adult classes (pg 3, c5) | Agriculture engineering (pg 1, c4) | Air Force ROTC (pg 1, c3) | Bench and Bar (pg 1, c7) | Gifts to University of Idaho (pg 1, c8) | Homecoming (pg 1, c8) | Photo (pg 4, c2) | University of Idaho vs. WSC (pg 4, c1)",,"Activities placement cards; School of Education; Agriculture engineering; Air Force ROTC; Bench and Bar; Gifts to University of Idaho; Homecoming; Ballew, George; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2004/filename/arg-1949-10-18.pdf
arg-1949-10-21,2014,"October 21st, 1949",1949-10-21,1949,"Dancing honorary (pg 1, c5) | Dormitories (pg 1, c6) | Fencing (pg 3, c4) | Foreign students (pg 1, c7) | Golf tourney (pg 4, c2) | International relations club (pg 1, c2) | Living groups (pg 1, c8) | National Student's Association (NSA) (pg 2, c6) | Pep Band (pg 3, c5) | Photo (pg 4, c7) | Scholarship Awards assembly (pg 1, c8)",,"Orchesis; Dormitories; Fencing; Foreign students; Women's recreational Association (WRA); International relations club; Grade Averages; National Student's Association (NSA); Pep Band; Herrington, Max; Scholarship Awards assembly",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2014/filename/arg-1949-10-21.pdf
arg-1949-10-25,2022,"October 25th, 1949",1949-10-25,1949,"Air Force ROTC (pg 1, c2) | Campus chest (pg 1, c7) | Elder, Carolyn M. (pg 1, c5) | Elder, Dean M. (pg 1, c5) | Football - Freshman (pg 4, c6) | Fullbright (pg 1, c5) | Girls Rifle club (pg 1, c5) | Independent caucus (pg 1, c2) | International relations club (pg 1, c8) | KUOI (pg 1, c3) | Living groups (pg 1, c4) | Pep Band (pg 1, c6) | Publications (pg 1, c6) | School of Education (pg 2, c1) | UI vs. Montana State University (pg 4, c1)",,"Air Force ROTC; Campus chest; Elder, Carolyn M.; Elder, Dean M.; Football - Freshman; Scholarships; Girls Rifle club; Independent caucus; International relations club; KUOI; Grade Averages; Pep Band; University of Idaho - Research; School of Education; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2022/filename/arg-1949-10-25.pdf
arg-1949-10-28,2023,"October 28th, 1949",1949-10-28,1949,"American Society of Agricultural Engineering (pg 1, c2) | Dad's day (pg 1, c6) | Dimick, Dean (pg 1, c2) | Golf (pg 4, c6) | Interfraternity council (pg 2, c4) | International relations club (pg 1, c8) | Navy ROTC (pg 1, c3) | Photo (pg 4, c1) | School of Education (pg 1, c3) | Sigma Tau (pg 3, c4) | Student directory (pg 1, c7)",,"American Society of Agricultural Engineering; Dad's day; Dimick, Dean; Golf; Interfraternity council; International relations club; Navy ROTC; Beguhl, Marvin; School of Education; Sigma Tau; Student directory",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2023/filename/arg-1949-10-28.pdf
arg-1949-11-01,2005,"November 1st, 1949",1949-11-01,1949,"Campus chest (pg 1, c5) | Dad's day (pg 1, c8) | Debate, Women's Intramural (pg 1, c6) | Fencing (pg 2, c3) | Football - Freshman (pg 4, c6) | Fullbright (pg 1, c5) | Girls Rifle club (pg 3, c5) | International relations club (pg 1, c3) | Library displays (pg 1, c8) | Pep Band (pg 1, c6) | Photo (pg 1, c4) | Slates (pg 1, c7) | Student - Faculty ratio (pg 1, c1) | University of Idaho vs. Portland University (pg 4, c1)",,"Campus chest; Dad's day; Debate, Women's Intramural; Fencing; Football - Freshman; Scholarships; Girls Rifle club; International relations club; Library displays; Pep Band; Dairy Judging team; Class officers; Student - Faculty ratio; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2005/filename/arg-1949-11-01.pdf
arg-1949-11-04,2006,"November 4th, 1949",1949-11-04,1949,"ASUI-Constitution-Amendments and Revision (pg 1, c6) | Board of regents (pg 5, c5) | Campus chest (pg 1, c8) | Dad's day (pg 1, c8) | Dad's day (pg 5, c1) | Everly, R.E. (pg 5, c5) | Faculty. Coaching staff. University of Idaho. Photo (pg 6, c3) | Hockey (pg 4, c7) | Intramural (pg 4, c3) | Nordby, Julius (pg 5, c5) | Shaw, A.O. (pg 5, c5) | Statistics (pg 4, c3) | Taylor, Leon B. (pg 5, c5) | Toevs, John L. (pg 5, c5) | Turnbow, Grover D. (pg 5, c5) | Vandal Ski club (pg 4, c5)",,"ASUI-Constitution-Amendments and Revision; Remsberg, John D.; Campus chest; Dad's day; Dad's day; Everly, R.E.; Smith, Richard J.; Women's recreational Association (WRA); Football; Nordby, Julius; Shaw, A.O.; Football; Taylor, Leon B.; Toevs, John L.; Turnbow, Grover D.; Vandal Ski club",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2006/filename/arg-1949-11-04.pdf
arg-1949-11-08,2007,"November 8th, 1949",1949-11-08,1949,"Campus chest (pg 1, c8) | Christensen, Wendell (pg 1, c8) | Dad's day (pg 1, c5) | Fencing (pg 4, c6) | Football - Freshman (pg 4, c3) | Interfraternity council (pg 2, c3) | Photo (pg 4, c2) | Sigma Delta Chi (pg 3, c3) | Tau Mem Alpha (pg 16, c7) | The Bucket (pg 1, c2) | University of Idaho vs. Oregon State College (pg 4, c1)",,"Campus chest; Christensen, Wendell; Dad's day; Fencing; Football - Freshman; Interfraternity council; Diehl, Ted; Sigma Delta Chi; Tau Mem Alpha; The Bucket; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2007/filename/arg-1949-11-08.pdf
arg-1949-11-11,2008,"November 11th, 1949",1949-11-11,1949,"Ag Bawl (pg 1, c6) | ASUI-Social function restrictions (pg 1, c2) | Campus chest (pg 1, c6) | Elections (pg 1, c2) | Football - Freshman (pg 0, c4) | Fullbright (pg 1, c8) | Gem of the Mountains (pg 1, c4) | Interfraternity council (pg 1, c8) | Sigma Gamma Epsilon (pg 2, c3) | Statistics (pg 4, c3) | University of Idaho - Research (pg 1, c3)",,Ag Bawl; ASUI-Social function restrictions; Campus chest; Class officers; Football - Freshman; Scholarships; Gem of the Mountains; Interfraternity council; Sigma Gamma Epsilon; Football; University of Idaho - Research,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2008/filename/arg-1949-11-11.pdf
arg-1949-11-15,2009,"November 15th, 1949",1949-11-15,1949,"Ag Bawl (pg 1, c3) | ASUI-Financial report (pg 1, c8) | Blue key (pg 1, c4) | Boy Scouts of America service fraternity (pg 2, c4) | Debate team (pg 1, c5) | Forester's club (pg 1, c2) | Hockey (pg 4, c2) | Interfraternity council (pg 1, c2) | International relations club (pg 1, c7) | KUOI (pg 1, c3) | KUOI (pg 3, c0) | Photo (pg 1, c3) | Scholarships and Grants (pg 1, c7) | University of Idaho vs. Stanford University (pg 4, c1)",,"Ag Bawl; ASUI-Financial report; Blue key; Alpha Phi Omega; Debate team; Forester's club; Hockey; Interfraternity council; International relations club; KUOI; KUOI; Williams, Maurine; Scholarships and grants; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2009/filename/arg-1949-11-15.pdf
arg-1949-11-18,2010,"November 18th, 1949",1949-11-18,1949,"1950 edition - construction and opening (pg 1, c8) | Art student's club (pg 1, c1) | Campus chest (pg 1, c4) | Class of 1950 (pg 1, c3) | Debate, Women's Intramural (pg 1, c4) | Department of Home Economics (pg 3, c8) | Enrollment - University of Idaho (pg 1, c3) | Gifts to University of Idaho (pg 1, c6) | Idaho Institute of Christian Education (pg 1, c2) | Photo (pg 1, c4) | Rifle Club (pg 4, c8) | Schedule (pg 4, c1) | School of Mines (pg 1, c2) | Statistics (pg 4, c5) | Tucker, Dudley G. (pg 3, c4) | University of Idaho - Expansion (pg 1, c7)",,"Student union building; Attic club; Campus chest; Class of 1950; Debate, Women's Intramural; Department of Home Economics; Enrollment; Gifts to University of Idaho; Idaho Institute of Christian Education; Ag Bawl; Rifle Club; Basketball; School of Mines; Football; Tucker, Dudley G.; University of Idaho - Expansion",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2010/filename/arg-1949-11-18.pdf
arg-1949-11-22,2011,"November 22nd, 1949",1949-11-22,1949,"Athletic Awards (pg 4, c1) | Ballew, George (pg 1, c6) | Diehl, Jerry (pg 4, c4) | Diehl, Ted (pg 4, c4) | Faculty. Department of Music. U of I. Photo (pg 2, c4) | Gifts to University of Idaho (pg 1, c7) | Hays, James B. (pg 3, c4) | Holly Week (pg 1, c8) | Inter-Church council (pg 1, c1) | National Forestry honorary (pg 1, c6) | Photo (pg 1, c3) | Photo (pg 1, c4) | Photo (pg 1, c6) | Rodeo club (pg 1, c2) | Student directory (pg 1, c6) | Travel service (pg 1, c2) | University of Idaho - Research (pg 2, c5) | Vandaleers (pg 1, c2) | War time rules (pg 1, c4)",,"Athletic Awards; Ballew, George; Diehl, Jerry; Diehl, Ted; Lockery, Glen R.; Gifts to University of Idaho; Hays, James B.; Holly Week; Inter-Church council; Xi Sigma Pi; Barnes, Orville; Hammond, Jim; Hatch, Jim; Diehl, Jerry; Overgaard, Will; Killsgaard, Carl; Trees, Tom; Vandal riders; Student directory; Travel service; University of Idaho - Research; Vandaleers; Football",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2011/filename/arg-1949-11-22.pdf
arg-1949-11-29,2012,"November 29th, 1949",1949-11-29,1949,"Debate team (pg 2, c4) | Debate, Men's Intramural (pg 3, c4) | Gifts to University of Idaho (pg 1, c7) | Holly Week (pg 1, c5) | Killsgaard, Carl (pg 1, c3) | Killsgaard, Carl (pg 4, c5) | KUOI (pg 1, c7) | National Student's Association (NSA) (pg 1, c4) | Photo (pg 4, c1) | Sigma Delta Chi (pg 1, c4) | Student directory (pg 1, c1) | University of Idaho - Expansion (pg 1, c8) | Varsity team. Photo (pg 4, c3) | Women's recreational Association (WRA) (pg 4, c2)",,"Debate team; Debate, Men's Intramural; Gifts to University of Idaho; Holly Week; Killsgaard, Carl; Killsgaard, Carl; KUOI; National Student's Association (NSA); McCormick, Ken; Sigma Delta Chi; Student directory; University of Idaho - Expansion; Basketball; Women's recreational Association (WRA)",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2012/filename/arg-1949-11-29.pdf
arg-1949-12-02,2013,"December 2nd, 1949",1949-12-02,1949,"Art student's club (pg 1, c2) | Girls Rifle club (pg 4, c6) | Holly Week (pg 1, c8) | Killsgaard, Carl (pg 1, c2) | Navy ROTC - Eagle and Anchor Society (pg 1, c3) | Pan-Hellenic council (pg 1, c0) | Photo (pg 4, c2) | Student directory (pg 1, c4) | Travel service (pg 3, c4) | Varsity team vs. Eastern Washington College of Ed., Cheney (pg 4, c1) | Wheeler, Bob (pg 4, c2)",,"Attic club; Girls Rifle club; Holly Week; Killsgaard, Carl; Navy ROTC - Eagle and Anchor Society; Pan-Hellenic council; Barker, Ken; Jenkins, Sam; Stallworth, Nick; Student directory; Travel service; Basketball; Wheeler, Bob",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2013/filename/arg-1949-12-02.pdf
arg-1949-12-06,2015,"December 6th, 1949",1949-12-06,1949,"Art student's club (pg 1, c7) | Bridge tournament (pg 1, c6) | City of Moscow - weather (pg 1, c2) | Freshman team (pg 4, c2) | Holly Week (pg 1, c8) | Killsgaard, Carl (pg 4, c5) | List of Idaho's contributions to the team for several years (pg 4, c5) | National Home Economic honorary (pg 1, c3) | University of Idaho vs. Portland University (pg 4, c2) | Vandal Ski club (pg 1, c3) | Vandaleers (pg 1, c4) | Varsity team vs. Gonzaga University (pg 4, c2) | Wheeler, Bob (pg 4, c1)",,"Attic club; Bridge tournament; City of Moscow - weather; Basketball; Holly Week; Killsgaard, Carl; Football - East-West game; Phi Upsilon Omicron; Basketball; Vandal Ski club; Vandaleers; Basketball; Wheeler, Bob",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2015/filename/arg-1949-12-06.pdf
arg-1949-12-09,2016,"December 9th, 1949",1949-12-09,1949,"Air Force ROTC (pg 1, c4) | Bench and Bar (pg 3, c6) | Colquitt, Ray (pg 4, c3) | Dancing honorary (pg 3, c4) | Faculty, Coaching staff, U of I (pg 1, c6) | Faculty, Coaching staff, U of I. Photo (pg 4, c3) | Fullbright (pg 1, c5) | Holly Week (pg 1, c8) | Library displays (pg 1, c6) | Photo (pg 1, c4) | Rhodes (pg 1, c3) | Rifle Club (pg 3, c5) | Seniors - final examination (pg 1, c2) | Varsity team vs. Phillips 66 (pg 4, c5)",,"Air Force ROTC; Bench and Bar; Colquitt, Ray; Orchesis; Goodwin, William D.; Goodwin, William D.; Scholarships; Holly Week; Library displays; Sargert, Christy; Scholarships; Rifle Club; Seniors - final examination; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2016/filename/arg-1949-12-09.pdf
arg-1949-12-13,2017,"December 13th, 1949",1949-12-13,1949,"Campus Humor magazine (pg 1, c6) | Classrooms (pg 1, c2) | Dean of College of Engineering (pg 1, c7) | French Club (pg 1, c3) | Holly Week (pg 3, c2) | International relations club (pg 1, c6) | KUOI - Program schedule (pg 5, c4) | Photo (pg 1, c4) | Photo (pg 6, c2) | Religions emphasis week (pg 3, c1) | Sigma Delta Chi (pg 4, c6) | Skjersoa, Norman H. (pg 1, c7) | Spurs (pg 1, c8) | Staff (pg 5, c4) | The Bucket (pg 1, c8) | U of I president, 1946-1954. Photo (pg 1, c4) | Vandaleers (pg 1, c5) | Varsity team vs. Seattle University (pg 6, c2) | Varsity team. Photo (pg 5, c1)",,"BLOT; Buildings and grounds; Janssen, Allen S.; French Club; Holly Week; International relations club; KUOI - Program schedule; Powell, Eleanor; Irons, Ray; Religions emphasis week; Sigma Delta Chi; Skjersoa, Norman H.; Spurs; Gem of the Mountains; The Bucket; Buchanan, Jesse E.; Vandaleers; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2017/filename/arg-1949-12-13.pdf
arg-1949-12-16,2018,"December 16th, 1949",1949-12-16,1949,"Alpha Zeta (pg 3, c5) | Dancing honorary (pg 2, c6) | Debate, Men's Intramural (pg 1, c3) | Intramural volleyball (pg 4, c3) | Intrasquad matches (pg 4, c1) | KUOI - Program schedule (pg 1, c4) | Library (pg 1, c1) | National Student's Association (NSA) (pg 1, c4) | Rifle Club (pg 3, c3) | Sigma Delta Chi (pg 1, c4) | Southern Idaho special (pg 1, c7) | Travel service (pg 1, c2) | Vandaleers (pg 1, c8) | Varsity team vs. Eastern Washington College of Ed., Cheney (pg 4, c5)",,"Alpha Zeta; Orchesis; Debate, Men's Intramural; Intramural volleyball; Boxing; KUOI - Program schedule; Library; National Student's Association (NSA); Rifle Club; Sigma Delta Chi; Southern Idaho special; Travel service; Vandaleers; Basketball",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2018/filename/arg-1949-12-16.pdf
arg-1949-12-20,2019,"December 20th, 1949",1949-12-20,1949,"Fourt, John D. (pg 1, c7) | Idaho Institute of Christian Education (pg 1, c3) | KUOI (pg 1, c4) | Lindley hall (pg 1, c5) | Phi Mu Alpha (pg 1, c2) | Photo (pg 1, c4) | Sigma Alpha Iota (pg 1, c2) | University of Idaho (Photos of campus life) (pg 3, c6) | Vandal flying club (pg 1, c7) | Vandaleers (pg 1, c2) | Varsity team vs. Wyoming (pg 4, c1) | Varsity team. Photo (pg 4, c1)",,"Fourt, John D.; Idaho Institute of Christian Education; KUOI; Lindley hall; Phi Mu Alpha; Administration building (1907-; Sigma Alpha Iota; Photos of campus life; Vandal flying club; Vandaleers; Basketball; Boxing",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2019/filename/arg-1949-12-20.pdf
arg-1950-01-06,2020,"January 6th, 1950",1950-01-06,1950,"Athletic program (pg 1, c8) | Athletic program (pg 3, c1) | Athletics, summary of year's (pg 1, c5) | Canterbury House (pg 1, c4) | Christmas tour (pg 4, c1) | Financial status - University of Idaho (pg 1, c2) | Freshman team (pg 4, c3) | Fullbright (pg 2, c1) | Publications - University of Idaho (pg 4, c2) | Scholarships and Grants (pg 1, c3) | Tuition fees (pg 1, c6)",,"Athletic program; Athletic program; Athletics, summary of year's; Canterbury House; Basketball; Financial status - University of Idaho; Basketball; Scholarships; Publications - University of Idaho; Scholarships and grants; Tuition fees",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2020/filename/arg-1950-01-06.pdf
arg-1950-01-10,2021,"January 10th, 1950",1950-01-10,1950,"Alpha Zeta (pg 4, c4) | Bridge tournament (pg 1, c1) | Darwin, Shelia (pg 1, c6) | Educational field services, Department of Education (pg 3, c2) | Engineers ball (pg 1, c8) | Photo (pg 4, c4) | Ski team (pg 4, c2) | University band (pg 1, c4) | University singers (pg 1, c3) | Varsity team vs. University of Washington (pg 4, c1) | Willson, Marion (pg 1, c5) | Young Democrats club (pg 2, c1)",,"Alpha Zeta; Bridge tournament; Darwin, Shelia; Educational field services, Department of Education; Engineers ball; Tivey, DeForrest; Ski team; University band; University singers; Basketball; Willson, Marion; Young Democrats club",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2021/filename/arg-1950-01-10.pdf
arg-1950-01-13,2027,"January 13th, 1950",1950-01-13,1950,"City of Moscow - weather (pg 1, c5) | Debate team (pg 1, c8) | Engineers ball (pg 1, c6) | Faculty, coaching staff, U of I (pg 4, c3) | Faculty. School of Music. U of I (pg 1, c6) | Freshman team (pg 4, c3) | Girls Rifle club (pg 3, c2) | Idaho and U.S. (pg 1, c4) | Navy ROTC - Staff (pg 1, c3) | Photo (pg 3, c2) | University singers (pg 1, c4) | Winter Carnival (pg 1, c7)",,"City of Moscow - weather; Debate team; Engineers ball; Harlaw, Gene; MaCklin, Hall M.; Basketball; Girls Rifle club; Distribution of student; Navy ROTC - Staff; Chamberlain, Lawrence H.; University singers; Winter Carnival",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2027/filename/arg-1950-01-13.pdf
arg-1950-01-17,2038,"January 17th, 1950",1950-01-17,1950,"Air Force ROTC (pg 1, c2) | Blue Key -Talent show (pg 1, c3) | Buildings named (pg 1, c3) | Commissary (pg 1, c8) | Debate team (pg 1, c6) | Elections (pg 3, c3) | Engineers ball (pg 2, c6) | Faculty. School of Music. U of I (pg 1, c2) | Film Bureau (pg 1, c6) | Konsgaard, Sverre (pg 4, c1) | Photo (pg 3, c4) | Scholarships and Grants (pg 1, c7) | Sigma Xi (pg 3, c3) | Ski team (pg 4, c2) | Transfer students (pg 3, c5) | University band (pg 1, c5) | Varsity team vs. Wallace All-Stars (pg 4, c4) | Winter Carnival (pg 2, c2)",,"Air Force ROTC; Blue Key -Talent show; University of Idaho - Building and campus; Dormitories; Debate team; Associated Women Students; Engineers ball; Michael, George; ASUI; Konsgaard, Sverre; Foster, Jeanne; Scholarships and grants; Sigma Xi; Ski team; Enrollment; University band; Basketball; Winter Carnival",https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/2038/filename/arg-1950-01-17.pdf
