subject,count
"Miller, Julius S.",1
"Miller, Julius Summer",1
"Miller, Lisa",1
"Miller, Maxine",1
"Miller, Maynard M.",6
"Miller, Mildred",2
"Miller, Paul",1
"Miller, Ralph",4
"Miller, Ray",5
"Miller, Raymond C.",1
"Miller, Robert",1
"Miller, Rocky",1
"Miller, Spencer R.",1
"Miller, William D.",1
"Millette, Fred",1
"Milstead, John",1
"Milton, John",1
"Mimms, O.L.",1
"Minden, Carl",4
Miner's drilling contest -,1
Mineral technology center,1
Miners short course,1
Mines and Mucker contest,1
Miniconferences,1
Minimum wage,1
Mining and Mineral resources research institute (MMRRI),1
Minneapolis Symphony Orchestra,1
"Minnel, Raymond D.",1
"Minnis, Mhyra",3
Minorities,34
Minor sports amendment,1
Minor sports awards,1
Minor sports meet,10
Mint flea beetle,1
Minute maids,1
"Misner, Art",3
"Misner, Elizabeth",1
Miss America pageant,1
Miss Cheerleader USA contest,1
Miss Idaho Rodeo (Contest),1
Miss ISU pageant,1
Miss University of Idaho contest,59
Miss Wool of Idaho' contest,9
"Mitchall, Maurice",1
"Mitchell, Carolyn Anne Dempsey",1
"Mitchell, Clark",1
"Mitchell, Jack",4
"Mitchell, Ladd",1
"Mitsacos, Jasmin",2
"Mix, Emma Maud",1
"Mix, Gainford",2
"Mix, Gainford P.",1
"Mix, Gale",19
"Mix, Gub",1
"Mix, Jim",1
"Mix, John",2
"Mix, Terry",1
"Mixon, Otis",1
"Moats, John",2
"Moats, William L.",3
Mock election (Idaho),2
Mock election (United States),3
"Mockler, Barbara",1
Model United Nations,52
Modern Language Association,1
"Moe, Leslie Nelson (Bo)",3
"Moe, Robert",1
"Moeller, Brad",1
"Moeller, Kelly",1
"Mogul, Susan",1
"Mohr, Elizabeth",1
"Mokie, Joan",1
"Molen, Doyle",1
Moliere School for Wives,2
"Molstead, Joyce",1
"Momaday, N.Scott",1
"Monahan, Mike",7
"Mondahl, Scott",1
"Monger, Sam",1
"Monnett, Albert Jr.",1
"Monroe, Dick",3
"Monson, Don",11
"Montandon, Charles A.",1
"Montegomery, Warren",1
"Montes, Lola",1
"Montgomery, Eric F.",1
"Montgomery, James",3
"Moody, James P.",1
"Moody, Michael",1
"Moomaugh, Ed",1
"Mooney, Dick",3
"Moore, A.D.",1
"Moore, Chester A.",1
"Moore, Edward C.",3
"Moore, Frank",2
"Moore, Fred Cushing",1
"Moore, Henrietta",1
"Moore, Idora Lee",2
"Moore, James A.",2
"Moore, Marianne",2
"Moore, Nancy",2
"Moore, Rae Ellen",1
"Moore, W.N.",1
Moot court,4
Moral Rearmament - Movie,1
"Moran, Jim",2
"Moravec, Don",1
"Moregan, Antoinete",1
"Moreland, Shirley Anne",1
"Moreland, Tom",5
"Morfitt, Carl",4
"Morfitt, Nick",3
"Morgan, Barbara",1
"Morgan, Edward P.",2
"Morgan, Jack I. And Frances",1
"Morgan, Janice",2
"Morgan, Kellie",1
"Morgan, Robert",1
"Morley, Louise",1
"Morley, William Sands",1
"Morotta, Kenny",1
Morril Fund,1
Morril Hall,6
"Morris, Daniel",1
"Morris, Jack",1
"Morris, Mary Mable",1
"Morris, Robert",1
"Morris, Tom",3
"Morris, Tony",1
"Morrison, Dwight",4
"Morrison, Harry S.",1
"Morrison, Harry S., Jr.",2
"Morrison, Harry W.",2
"Morrison, Howard",1
"Morrison, Lawrence",1
"Morrison, Sam",1
"Morrow, buddy",4
"Morrow, McKeen F.",2
"Morrow, William (Bill)",2
"Morse, Bart J.",1
"Morse, Berta",1
"Morse, John",2
"Morse, Kay",1
"Morse, Richard",1
Mortar Board,56
"Mortensen, Glen",1
"Morton, Alberta",1
"Morton, Bill",2
Mosaic,1
Moscon,12
Moscow's National Guard,1
Moscow Arts Commission Community band,1
Moscow community theater,1
Moscow Mardi Gras,20
Moscow Mirror,1
Moscow mountain,4
Moscow - Pullman recreation corridor,2
Moscow School District - Cooperation with University f Idaho,1
Moscow Volunteer Fire Department,4
"Moser, Robert",1
"Moser, Robert (Bob)",7
"Moslemi, Ali",1
"Mosman, J.W.",1
Mosman. O.J.,1
"Mosmna, Roy",1
"Mosolf, Mike",1
Mother's Day,1
Mother's weekend,13
Motor corps training course,1
"Mottinger, Don",1
"Moulton, Robert",2
Mountain bike rodeo,1
Mountaineering class,1
Mountain West Athletic conference,3
Movie night,1
Movies,1
Movie series - Schedule,1
"Moyer, Larry",2
Mr. Creek contest,1
"Mt. Saint Helens eruption, May 181980",2
Mu Beta Beta,2
Mucker's ball,8
Mud football,1
"Mudgett, Bruce E.",1
"Mueller, Bernadine",1
"Mueller, George",1
"Mueller, Lillian",1
"Mueller, Walter",1
Mu Epsilon Delta,2
"Mullen, Jim",2
"Muller-Karger, Frank",1
"Mullins, Bill",2
Multicultural workshop,1
"Mundt, Mike",1
"Munoz, Armando",1
"Munson, Oscar C.",1
"Murchison, Antwine",1
"Murphy, Dave",2
"Murphy, Francis J.",1
"Murphy, Yo",3
"Murrey, John S.",1
"Musial, Walt",5
Musical chair for Africa,4
Musical theater dance class,1
Music camp,3
Music club,4
Music festival,7
Music Hall (New),7
Music Hall (Old),1
Music library,1
Music scholarship winner,4
Music soloists,1
Music Summer Camp - University of Idaho,1
Music winner,2
Muslim Student Association of Persian speaking group,1
Muslim students,2
"Musseau, Steve",9
"Muttkowski, Richard A.",2
"Myers, Reginald R.",1
"Myers, W.M.",1
"Myhre, Rheva R.",1
"Mylne, Mararet",1
"Naccarato, Rich",2
"Nadeau, Leon",1
"Nader, Ralph",1
"Nagele, Eugene",1
Naggie's Dream (Band),1
"Nagy, Bela B.",1
"Narrios, Bernardo",2
Narthex table,2
NASA grant,1
NASA Space Engineering Research center,1
"Nash, Larenzo",2
"Naslund, Glen (Lefty)",1
"Natale, Nicholas",1
National Aeronautic and Space Agency Regional Teacher Resource Center,1
National Association for Infantile Paralysis,1
National Association for Schools of Music,1
National Association of College and University Residence Halls conference,1
National Association of College Unions,15
National Association of Students,1
National Center for Advanced Transportation Technology,1
National College Queen Pageant,2
National Collegiate Alcohol Awareness week,1
National Collegiate Athletic Association (NCAA),3
National Collegiate Athletic Association Compliance review,1
National Conscience Day,1
National Direct Student Loan program,1
National Endowment for the Arts,5
National Faculty Exchange Program,1
National Girls and Women Sports Day,1
National Independent Student association,1
National Lentil Day,1
National Music Week,1
National Organization for Student Government,1
National Pow-Mia Day,1
National Reactor Testing Station,1
National Rifle Association,1
National rifle match,4
National School Exchange program,1
National Science Foundation,11
National Science Foundation Institute,6
National Science Teachers Association,1
National Student's Association (NSA),76
National Student Critic Competition,1
National Teacher Exams,1
National Wilderness Workshop,4
National Women's Day,1
National World Affair Club,3
Native American Center,3
NATO scholarships,1
Natural Resources week,7
Naval Training program,2
Navy Corvettes,1
Navy ROTC,62
Navy ROTC - Ball,6
Navy ROTC building,1
Navy ROTC - Drill team,2
Navy ROTC - Eagle and Anchor Society,7
Navy ROTC - Marching band,1
Navy ROTC - Rifle team,7
Navy ROTC - Staff,4
Navy ROTC - Summer cruise,2
Navy ROTC -Swabbie ski shop,1
Navy ROTC -Tournament,2
Navy to occupy halls,1
NEA committee,1
"Neal, Jim",1
"Neal, Kelli",1
"Neale, Mervin Gordon",14
Neale Stadium,7
"Nealey, Stanley M.",1
"Nearents, Dick",1
"Nedrow, Phyllis V.",1
Need for new library,1
"Neely, Kelly",2
"Neely, Marjorie",6
"Neely, Steward",2
"Neeser, Klaus",1
Negro history course proposed,1
"Neidig, R.E.",4
"Neilsen, Elsine",1
"Neiwirth, Carl",1
"Nelsen, Toni R.",1
"Nelson, Barry",1
"Nelson, Denny",1
"Nelson, Dick",1
"Nelson, Don",1
"Nelson, Ernest 'Skinny'",2
"Nelson, Marigay",9
"Nelson, Merle",1
"Nelson, Nan",1
"Nelson, Nancy (Grubb)",1
"Nelson, Neal 'Nellie'",2
"Nelson, Norma",1
"Nelson, Pat",2
"Nelson, Sally Jo",2
"Nelson, Spencer",1
"Nelson, Virginia",1
Nelson and Neal,1
"Neuman, Robert",3
"Newberry, Larene",1
Newcomers club,1
"Newell, Marvin",1
New engineering courses,1
New faculty,1
"Newhouse, Neal",8
"Newhouse, Robert (Bob)",2
"Newhouse, Ruth",2
New Infirmary,15
"Newman, Dewey",9
Newman club,5
New stadium (Neale Field),4
New stadium (proposed),4
New stadium 1973-,3
New student days,4
New student enrollment,1
New student week,7
New tennis courts,2
"Newton, Francis",3
"Newton, Joseph",1
New York city tour,1
Niccolo and Nicolette,2
"Nicholas, George R.",2
"Nicholas, Lynn (Sam)",4
"Nicholes, Lynn",2
"Nichols, John R.",3
"Nichols, Nora Evalyn",1
"Nicholson, C.N.",1
"Nicholson, John F.",2
Nickle Hop,18
"Nicolis, Mary Hall",2
"Nielsen, Bernt 'Cap'",2
Nightgown parade,1
Nightline,21
Night school,1
Nighttime assistance,1
Night watch,1
"Nikcevich, John",4
Nike Hoop Shoot-Out,3
"Niles, Royal",1
"Nisbet, Oliver M.",1
"Nixon, Bill",1
"Nixon, Grace Virginia",1
"Nobles, Magery",1
"Noel, Teddy",1
"Noh, Laird",8
"Nolan, jim",1
"Nolan, Steve",1
Non-Alcoholic bar,1
Non-Credit classes,1
Non-resident students,1
Non-Traditional student programs,2
"Norby, Art",1
"Norby, Larry",2
"Norby, Sharon",1
"Nord, Eamor",1
"Nordby, Diann",2
"Nordby, John",8
"Nordby, Julius",2
"Norgord, John T.",2
"Norman, John",1
"Norman, Lewis S.",1
"Norris, Roger",2
Northern Idaho conference on Home Economics,3
Northern Idaho University club,1
Northern Pacific depot,1
North Idaho,2
North Idaho Chamber of Commerce - Legislators tour,2
North Idaho College of Education,1
North Idaho peacemakers,1
North Idaho Student Lobby,2
Northwest Coalition Against Malicious Harassment,1
Northwest College conference,2
Northwest Conference of Philosophy,2
Northwest drama conference,3
North West Gay Peoples Alliance,1
Northwest National Rifle Association match,1
Northwest passage training post,2
Northwest Scientific Association,4
Northwest Scientific convention,1
Northwest Scientific Society,1
Northwest Society of Highway Engineers Awards,1
Northwest Women in Science - Book,1
Northwest Woodwind quartet,1
"Norton, Jim",4
"Norum, Deborah",1
"Nourie, Joseph",1
Nuclear reactor,2
"Nugues, Bernard",1
"Number, Jack",2
"Numbers, Joe",1
"Numbers, Muddy",2
Nurse training program,1
"Nussmeier, Doug",3
Nutrition,1
Nutritional counseling,1
Nutrition fair,1
"Nutting, Richard (Dick)",5
"Nutting, Robert C.",1
NYA,4
"Nyardi, Nicholas",3
"Nybroten, Norman",1
"Nye, Larry",3
"Nygaard, Gary",1
"Nyvall, David Jr.",1
"O'Brien, Dan",5
"O'Callaghan, Donal",1
"O'Callaghan, Donald O. (Mike)",1
"O'Callaghan, Mike",4
"O'Connell, Jerry",1
"O'Connell, Jesse E.",1
"O'Connell, Thomas B.",1
"O'Conner, Bob",1
"O'Donnell, Geo",1
"O'Donnell, Grover",1
"O'Hagan, John",2
"O'Meara, Donald J.",1
"O'Neal, Ethlyn",2
"O'Neil, Charles",1
"O'Neil, L.E.",2
"O'Neil, William",2
"O'Neill, Don",1
"O'Neill, Frederick L.",2
"Oberg, Susie",4
"Oberoi, L.S.",3
Obiter Dictum,2
Observatory,3
Occult week,1
Ode to Vandals',1
"Odham, Charles",2
"Odham, Sally",1
Off-campus housing,14
"Offen, Karen",1
Office of cooperative education,3
Office of Development,1
Office of International Trade and Development,1
"Officer, Donna",1
Officers club,1
Officers Reserve corp.,2
Official University of Idaho ring,1
Off-Road vehicle presentation,1
"Ogbeide, George",1
"Ogle, Jerry",4
Oh-A-Di organization,1
"Ohrt, L.L.",2
"Ohthank, Sam",1
"Okeson, Jim",1
Oktubafest,1
"Olden, Mark",1
Older students,1
"Oleson, Ella L.",1
"Oleson, Karen",1
"Olin, W.R.",2
"Oliver, Charlie",2
"Oliver, George",2
"Oliver, Lucien E.",1
"Oliver, Ron",1
"Olmstead, Ralph",1
"Olney, Warren",1
"Olsen, Lance",1
"Olson, Ann L.",1
"Olson, Bob",1
"Olson, Dale",4
"Olson, Dale G.",1
"Olson, Jack",1
"Olson, Jimmie K.",1
"Olson, Lou Ann",8
"Olson, Paul",2
"Olson, Walt",6
"Olson, William",1
"Olsson, Kurt O.",1
Ombudsman,2
Omega Alpha,4
Omega Pi Alpha,3
One Act Play festival,2
One-Act-Plays,30
One percent tax initiative,8
Open forum,5
Open Society Scholars Fund,1
Opera - Cavalleria Rusticana,3
Operas,2
Operation Idaho Neighbor,1
Opera workshop,12
"Oppenheim, B.W.",1
"Opportunities unlimited, Inc",1
Oratorical Association,2
Oratorical contest,5
"Orazem, Virginia",5
Orchesis,48
Orchestra,1
Orchestra San Peitro of Naples,2
Order of Golden Fleece,4
"Orem, Chuck",1
Organization of Gymnastics,6
"Orians, G. Harrison",1
Orientation of freshmen,10
Origination of 'Vandals',7
"Orme, Leon E.",1
"Ormsby, Ralph",1
"Ornstein, Walter",1
"Orr, Kathleen",1
"Orrod, Magnus",2
"Orwick, John",9
"Osborne, Oliver M.",1
"Osler, Linda",1
"Ostrander, John E.",1
"Ostrander, Peter",1
"Ostyn, Paul",1
"Otness, Robert H.",3
"Ott, Richard B.",1
"Ottenneimer, Jean",1
"Otto, Henry J.",1
Outcomes assessment,1
Outdoor program,48
Outdoor program offerings,6
Outdoor rental program,1
Outdoor track,2
Outing club,3
Out-of-state students,2
Out-Of-State tuition,7
Outstanding College Athletes of America,1
Outstanding faculty awards,1
"Overgaard, Wilford",1
"Overgaard, Will",3
"Overholser, Jeff",1
"Overman, Reuben W.",1
"Overstreet, Joe",1
"Owens, Charles",1
"Owens, Guy E.",2
"Owens, Herbert Evan (Berbie).",2
"Owens, Kenny",5
"Owings, Tom (Sody)",1
"Ozawa, Max",1
"Paason, Ralph",3
"Pace, Dave",1
"Pace, Lois",15
Pacific Coast Association of College and University residence Halls,1
Pacific Coast conference,24
Pacific Coast conference student body presidents' council,1
Pacific Coast Interfraternity council,2
Pacific Forensic conference,1
Pacific Forensic League,5
Pacific Intercollegiate Press Association,1
Pacific International Livestock Exhibition,1
Pacific International Livestock Expo.,12
Pacific Live Stock Conference,1
Pacific Northwest American Studies Association,1
Pacific Northwest College Congress,5
Pacific Northwest conference of Foreign Language Teachers,1
Pacific Northwest conference on Higher Education,3
Pacific Northwest Council on Family Relations,1
Pacific Northwest Historical Conference,1
Pacific Northwest Psychology guidance Association,1
Pacific Radio News system,1
Pacific Student Presidents Association,4
"Packard, Vance",1
"Packenham, Howard E.",1
"Packenham, Polly",1
"Paddock, Al",3
"Padelford, F.M.",2
"Page, Clayton M.",1
"Pagoago, Frank",1
Paintings displayed,1
Paint The Palouse,2
Pajama Parade,5
"Palmer, Brain",1
Palouse Empire Mall,8
Palouse Folk Festival,1
Palouse Folk Society,1
Palouse Journal,1
Palouse Latch Media Fair,1
Palouse Parachute club phase II,1
Palouse peace prize,2
Palouse region crisis line,1
Palouse triathlon,6
Palouse Turkey Run,1
Pals Karena,1
"Paluthe, Richard",1
Pan-Hellenic council,16
Pan-Hellenic residence,5
Pan Sellenic rushing rules,5
"Panttaja, Micki",3
Papa id All,2
Parachute club,12
Paradise Creek,2
Paradise Creek Journal,6
Parallels - University of Idaho and University of Rhode Island,1
"Parberry, Clem",2
Parents' weekend,26
"Paris, Dick",3
"Park, Jim",1
"Park, Nelson",2
"Park, Yin Y.",1
"Parker, Hugh",1
"Parker, Jack",4
Parking,53
"Parking, Lorin D",1
Parking committee,2
Parking expansion,2
Parking fines,2
Parking forum,1
Parking history,1
Parking permits,12
Parking petition,1
Parking policy,4
Parking problems on campus and proposed solutions,22
Parking proposals,4
Parking referendum,1
Parking regulations,8
Parking survey,3
Parking ticket appeal,1
"Parkington, G. Northcote",2
"Parkinson, Louis",1
"Parks, Bob",1
"Parks, Kenneth (Kenny)",3
"Parks, Robert L.",1
Park Service project,1
"Parmellee, D.D.",2
"Parsons, Bill",5
"Parsons, LaFayette Russell",1
"Parther, Marian",1
"Partner, Marian",1
Part-time faculty,1
Party image,1
Party raid,5
Party raid - University of Oregon,1
"Pasel, Lawrence",2
"Pasley, Bill",1
"Passanante, Joy",1
Pass-Fail option,3
Patriotism,1
"Patte, John H. (Jay)",4
"Patterson, Shirley Gale",2
"Paudler, Pam",1
Paul Revere Panel' 1964 presidential election,3
"Pauls, Arthur",2
"Paulsen, Carl G.",2
"Paulson, Arnold",1
Paul Winter consort,1
"Pauregui, Mary",1
"Pavkov, Stonko",5
Payada (Parents and Youth Drug Abuse in Latah County,1
"Payne, Donald E.",1
"Payne, Freda",4
"Payne, John",2
"Paynter, Earl",2
Pay schedule for University of Idaho employees,5
Peabody College Commission reports on the University of Idaho,2
Peace Corps,24
Peace Corps - Exams,4
Peace corps - Volunteers,12
"Pearce, Devon",2
Pearl Harbor commemoration,1
"Pechanec, Anna Alice",1
"Peck, E,R, Professor of Physics",2
"Peck, Louis",1
"Pecka, Arthur",1
Pedaling professors,1
"Pedersen, Flenn M.",1
"Pedersen, Wally",1
Pederson's party,3
Pedestrian mall,1
"Peebler, Ray",2
"Peebles, John J.",2
"Peebles, Stephen",1
"Peek, James",1
Peer advisors,1
"Peery, Carol",1
"Pegg, Rex",1
"Peickmann, Horst",1
"Pena, David",2
"Pena, Ed",1
"Pence, Jack",1
"Pence, Margaret",1
"Pendergast, Herb",1
"Pennell, Fred (Fred the cop)",4
"Penney, Frank",1
Pens,1
People to People Committee,3
Pep Band,56
Pep Band Orchestra,4
Pep club,1
PEPSI scholarship contest,1
Performing Arts center,35
"Perkins, Chas H.",1
"Perkins, Enoch",3
"Perkins, Proctor Knott",5
"Perkins, Wesley Y.",1
"Perkins, Williams C.",2
"Perraud, Louis",1
Per-registration,11
"Perrine, Leon (Pat)",1
"Perrine, Melvin",1
"Perry, Allan",1
"Perry, Leonard",1
"Perry, Michael",3
"Perry, Mildred",1
Pershing rifles,12
Persian gulf crisis,1
Persian gulf teach-in,1
Persian gulf war,2
Personnel bureau,2
Perspectives,1
"Peters, Betty",2
"Peters, Scott",1
"Petersen, Charlie F.",1
"Petersen, Keith",6
"Peterson, Agnes",1
"Peterson, Aris",1
"Peterson, Avery F.",1
"Peterson, Bill",1
"Peterson, Bob",1
"Peterson, Charles",3
"Peterson, Edward",1
"Peterson, Harry L.",2
"Peterson, Jacob M.",1
"Peterson, Jane E.",1
"Peterson, Julia Hoover",1
"Peterson, Louis George",1
"Peterson, Nellie",1
"Peterson, P.P.",1
"Peterson, Philip E.",3
"Peterson, R.D.",2
"Peterson, Robert",1
"Peterson, Robert Brooks",1
"Peterson, Tonia",1
"Peterson, Virgilia",2
"Peterson, Walter L.",1
"Peteson, Clinton",1
"Petkewich, Emily",1
"Pettenger, Raymond",1
"Pettijohn, William",1
"Pfaff, Jason",1
"Pfeiffer, Wallace",2
"Pfost, Gracie",1
"Phelps, Bob",1
Phi Alpha Beta,2
Phi Alpha Delta,13
Phi Alpha Kappa,2
Phi Alpha Psi,2
Phi Beta Kappa,34
Phi Beta Lambda,2
Phi Beta Sigma,3
Phi Chi Theta,8
Phi Delta Kappa,16
Phi Delta Theta,25
Phi Episilon Omicron,1
Phi Epsilon Kappa,14
Phi Eta Sigma,13
Phi Gamma Delta,10
Phi Gamma Mu,10
Phi Kappa Phi,10
Phi Kappa Tau,5
"Philbrook, George W.",2
Philharmonic club,5
Philip Burton's drama quartet,1
"Phillips, George",1
"Phillips, J.L. (Buck)",3
"Phillips, Leann",1
Phi Mu Alpha,17
Phi Mu Alpha Sinfonia,2
Phi Sigma,2
Phi Upsilon Omicron,13
"Phoenix, Jack",4
Phone-A-Thon fund drive,1
Photography and Art exhibits,1
Photography center,2
Photography contest,1
Photography exhibit,2
Photo processes course,2
Photos of campus life,3
Phozone - staff,1
Physical Education program,2
Physical Education requirement,1
Physical examinations,1
Physical plant,7
Physical Science building,14
Pi Alpha Delta,1
Piano bash,2
Piano trio,1
Pi Beta Phi,17
Picnic area,1
Pi Delta Gamma,3
"Piedmont , Joe",1
"Pieper, Rex",1
"Pier, Jane",3
"Pierce, L.F.",1
"Pierson, Jay T. Jr.",2
"Pierson, Sid",1
"Pietsch, Carol",2
"Pietsch, Gary",5
Pi Gamma Mu,7
Pi Kappa Alpha,12
Pi Kappa Alpha House,1
Pi Kappa Lambda,2
Pi Lambda Theta,2
Pinball,4
Pine Hall,5
"Pinheiro, James Viera",1
"Pink, James",1
Pipe organ,3
Pi Sigma Rho,6
"Pitcher, Carter Lee",1
"Pittman, Bruce",1
"Pittman, William",1
Placement bureau,3
Placement conference,1
Plant and Soil Science club,1
Planting of Ivy,2
Plant protection seminar,1
Plant security building,1
Plasma research,1
"Plastino, Felix",4
"Playfair, Bob",1
"Playfair, Clara May",1
Playwriting workshop,1
Pledging rules,2
Plumbers' walk out,3
Poet in residence - Idaho,1
Poetry reading,1
Poetry workshop,1
Point honor system,1
Police,28
Police liaison officer,1
Polio vaccine trail test,1
Political candidates,1
Political concerns board,2
Political croups,1
Political rallies,1
Political Science professors,1
Political Science Student Association,1
Political speeches,6
Political workshops,5
"Pollard, Rod",1
"Pollett, Jeanne",1
Pom-Pom girls,17
"Pond, J",1
"Poole, Allen",1
Pool tournament,2
"Pope, James P.",2
Pope John Paul II,1
Pope Oratorical contest,4
Pope Oratory prize,1
Po-Ping Wong,1
"Popma, Ann",4
Porching',3
"Porter, Dee",2
"Porter, Richard A.",1
"Porter, Ron",1
"Portman, Ronald W.",1
Postharvest Institute for Perishables (PIP),1
Potato packaging,2
"Potter, Grant",1
"Potthoff, Harvey H.",1
"Potvin, Gregory",2
Poultry short courses,2
Pound lecture in the humanities,7
"Pounds, Norman",5
POW/MIA recognition ceremony,3
"Powell, Dave",2
"Powell, Eleanor",2
"Powell, Jody",1
"Powell, John",1
"Powell, Neal",1
"Power, Otto",3
Power outage,5
Power plant,2
"Powers, Dorothy",1
"Powers, Frank",2
"Powers, William",1
Power system,1
Pranks,1
"Pratt, Ivan",1
"Pratt, Judy",2
"Pratt, LaVerl",1
"Pratt, Virgil S.",2
Prayer at commencement,3
Preferential voting,4
Pre Medics club,2
Pre-Orchesis - Tapping,7
Pre-paid tuition,2
Preparatory school,8
Preparatory school commencement,3
Preparatory school officers,3
President's house manager,3
Presidential Grove,3
President John F Kennedy,1
"Presley, Elvis",2
"Prestel, Jim",6
"Preston, Gib",1
"Preston, Pete",1
"Price, Anne",2
"Price, C.L.",2
"Price, Elwin",1
"Price, Gordon 'Whitey'",7
"Price, Granville",5
"Price, Jim",1
"Price, John",3
"Price, Leontyne",3
"Price, Oliver",1
"Price, Victor E.",4
"Price, Walter",9
Price Green - Arboretum meeting place - Associate Foresters,1
Prices - SRA survey of Business prices,1
"Prichard, Theodore J.",8
Prichard Art Gallery,22
"Priest, A.J.",1
"Priest, J. Gustin",1
Prime time,1
"Pritchett, Bob",2
"Probst, Pat",2
"Proctor, Raymon",2
"Proctor, William L.",1
Projectionist - job description,1
Promotion stolen from Sub,1
Proposal 42 (NCAA requirements),1
Proposed recreation area - ski area,6
Proposed staff position,1
"Prostenson, Ted",3
Protestant education building,1
Protest - Involvement of Persian gulf,3
"Prudhom, Jon",1
"Pryor, Roger",1
Psychic (on KUOI),1
Psychology clinic,1
Publication heads,1
Publications - University of Idaho,4
Public Board elects,1
Public Event speaker,1
Public Interest Research group,1
Public Relations Department,4
